county_type,state,county,violent_crime,murder_and_nonnegligent_manslaughter,forcible_rape,robbery,aggravated_assault,property_crime,burglary,larceny_theft,motor_vehicle_theft,arson,county_state
Nonmetropolitan,south dakota,laurens,295,1,17,22,255,1437,499,801,137,12,laurens_south dakota
Nonmetropolitan,south dakota,lawrence,1,0,0,0,1,24,4,18,2,0,lawrence_south dakota
Nonmetropolitan,south dakota,lexington,578,10,60,108,400,4508,1147,2953,408,9,lexington_south dakota
Nonmetropolitan,south dakota,lincoln,10,0,6,0,4,175,56,111,8,0,lincoln_south dakota
Nonmetropolitan,south dakota,marshall,6,0,4,1,1,34,19,10,5,0,marshall_south dakota
Nonmetropolitan,south dakota,mccook,2,0,0,0,2,46,12,31,3,0,mccook_south dakota
Nonmetropolitan,south dakota,mcpherson,2,0,2,0,0,1,1,0,0,0,mcpherson_south dakota
Nonmetropolitan,south dakota,meade,11,0,1,1,9,56,8,40,8,0,meade_south dakota
Nonmetropolitan,south dakota,mellette,7,0,2,0,5,11,4,4,3,0,mellette_south dakota
Nonmetropolitan,south dakota,miner,0,0,0,0,0,19,13,6,0,0,miner_south dakota
Nonmetropolitan,south dakota,minnehaha,30,0,10,1,19,364,101,244,19,8,minnehaha_south dakota
Nonmetropolitan,south dakota,moody,3,0,0,0,3,23,5,15,3,1,moody_south dakota
Nonmetropolitan,south dakota,pennington,44,1,22,0,21,383,108,259,16,2,pennington_south dakota
Nonmetropolitan,south dakota,perkins,0,0,0,0,0,8,2,6,0,0,perkins_south dakota
Nonmetropolitan,south dakota,pickens,222,7,11,18,186,2155,633,1326,196,4,pickens_south dakota
Nonmetropolitan,south dakota,potter,1,0,1,0,0,1,0,1,0,0,potter_south dakota
Nonmetropolitan,south dakota,richland,2366,13,93,406,1854,9954,2860,5947,1147,26,richland_south dakota
Nonmetropolitan,south dakota,roberts,5,0,0,0,5,34,13,10,11,0,roberts_south dakota
Nonmetropolitan,south dakota,saluda,36,0,1,2,33,349,148,178,23,3,saluda_south dakota
Nonmetropolitan,south dakota,spartanburg,626,7,58,112,449,6338,1854,3953,531,21,spartanburg_south dakota
Nonmetropolitan,south dakota,spink,11,0,4,0,7,48,18,28,2,6,spink_south dakota
Nonmetropolitan,south dakota,stanley,5,0,4,0,1,31,11,19,1,0,stanley_south dakota
Nonmetropolitan,south dakota,sully,2,0,0,0,2,7,2,5,0,0,sully_south dakota
Nonmetropolitan,south dakota,tripp,0,0,0,0,0,9,1,8,0,0,tripp_south dakota
Nonmetropolitan,south dakota,turner,3,0,0,0,3,32,11,20,1,3,turner_south dakota
Nonmetropolitan,south dakota,union,2,0,0,0,2,54,7,47,0,0,union_south dakota
Nonmetropolitan,south dakota,walworth,0,0,0,0,0,2,0,0,2,0,walworth_south dakota
Nonmetropolitan,south dakota,yankton,8,0,1,0,7,77,23,45,9,1,yankton_south dakota
Nonmetropolitan,south dakota,york,413,2,28,39,344,2559,657,1743,159,25,york_south dakota
Nonmetropolitan,south dakota,ziebach,0,0,0,0,0,1,1,0,0,0,ziebach_south dakota
Nonmetropolitan,tennessee,anderson,120,0,8,14,98,1015,443,515,57,4,anderson_tennessee
Nonmetropolitan,tennessee,bedford,42,0,1,0,41,354,132,209,13,1,bedford_tennessee
Nonmetropolitan,tennessee,benton,27,0,2,1,24,230,55,152,23,0,benton_tennessee
Nonmetropolitan,tennessee,bledsoe,11,1,0,2,8,94,22,50,22,0,bledsoe_tennessee
Nonmetropolitan,tennessee,blount,271,2,24,21,224,1840,658,1054,128,6,blount_tennessee
Nonmetropolitan,tennessee,campbell,61,1,13,6,41,872,469,355,48,12,campbell_tennessee
Nonmetropolitan,tennessee,cannon,19,0,2,0,17,132,47,63,22,3,cannon_tennessee
Nonmetropolitan,tennessee,carroll,28,1,1,1,25,329,144,144,41,0,carroll_tennessee
Nonmetropolitan,tennessee,carter,81,0,0,4,77,704,280,357,67,12,carter_tennessee
Nonmetropolitan,tennessee,cheatham,109,1,5,6,97,739,227,427,85,4,cheatham_tennessee
Nonmetropolitan,tennessee,chester,28,1,4,0,23,106,30,66,10,0,chester_tennessee
Nonmetropolitan,tennessee,claiborne,87,1,6,10,70,723,333,350,40,7,claiborne_tennessee
Nonmetropolitan,tennessee,clay,0,0,0,0,0,83,35,42,6,1,clay_tennessee
Nonmetropolitan,tennessee,cocke,199,4,8,15,172,1097,518,505,74,30,cocke_tennessee
Nonmetropolitan,tennessee,coffee,69,0,1,0,68,390,128,229,33,0,coffee_tennessee
Nonmetropolitan,tennessee,crockett,13,1,1,0,11,118,50,57,11,2,crockett_tennessee
Nonmetropolitan,tennessee,cumberland,102,1,3,5,93,985,391,519,75,15,cumberland_tennessee
Nonmetropolitan,tennessee,decatur,8,0,0,0,8,194,71,115,8,1,decatur_tennessee
Nonmetropolitan,tennessee,dekalb,24,2,2,2,18,287,91,175,21,1,dekalb_tennessee
Nonmetropolitan,tennessee,dickson,102,0,14,4,84,591,232,327,32,4,dickson_tennessee
Nonmetropolitan,tennessee,dyer,44,0,0,2,42,327,112,180,35,2,dyer_tennessee
Nonmetropolitan,tennessee,fayette,81,1,2,6,72,468,139,276,53,1,fayette_tennessee
Nonmetropolitan,tennessee,fentress,37,1,3,1,32,444,43,388,13,5,fentress_tennessee
Nonmetropolitan,tennessee,franklin,42,0,5,0,37,336,52,264,20,5,franklin_tennessee
Nonmetropolitan,tennessee,gibson,63,0,5,3,55,323,139,154,30,1,gibson_tennessee
Nonmetropolitan,tennessee,giles,37,0,3,3,31,280,96,167,17,1,giles_tennessee
Nonmetropolitan,tennessee,greene,177,1,13,16,147,1324,548,678,98,10,greene_tennessee
Nonmetropolitan,tennessee,grundy,60,0,2,2,56,260,63,156,41,4,grundy_tennessee
Nonmetropolitan,tennessee,hamblen,144,0,4,15,125,697,257,408,32,4,hamblen_tennessee
Nonmetropolitan,tennessee,hamilton,266,4,13,14,235,1771,642,1011,118,11,hamilton_tennessee
Nonmetropolitan,tennessee,hancock,26,0,1,0,25,159,34,118,7,0,hancock_tennessee
Nonmetropolitan,tennessee,hardeman,67,0,7,4,56,404,195,159,50,5,hardeman_tennessee
Nonmetropolitan,tennessee,hardin,52,0,6,2,44,444,161,234,49,1,hardin_tennessee
Nonmetropolitan,tennessee,hartsville/trousdale,42,0,8,5,29,255,71,175,9,1,hartsville/trousdale_tennessee
Nonmetropolitan,tennessee,hawkins,52,0,1,6,45,1077,420,603,54,4,hawkins_tennessee
Nonmetropolitan,tennessee,haywood,47,0,3,4,40,233,100,118,15,0,haywood_tennessee
Nonmetropolitan,tennessee,henderson,62,1,4,3,54,399,135,234,30,4,henderson_tennessee
Nonmetropolitan,tennessee,henry,40,0,0,0,40,472,155,297,20,0,henry_tennessee
Nonmetropolitan,tennessee,hickman,47,0,7,0,40,279,120,131,28,1,hickman_tennessee
Nonmetropolitan,tennessee,houston,22,0,0,1,21,149,62,77,10,12,houston_tennessee
Nonmetropolitan,tennessee,humphreys,20,1,0,1,18,162,56,97,9,0,humphreys_tennessee
Nonmetropolitan,tennessee,jackson,18,1,2,3,12,207,78,112,17,0,jackson_tennessee
Nonmetropolitan,tennessee,jefferson,80,1,6,10,63,960,343,541,76,3,jefferson_tennessee
Nonmetropolitan,tennessee,johnson,93,0,2,3,88,251,120,110,21,4,johnson_tennessee
Nonmetropolitan,tennessee,knox,625,8,23,118,476,5778,1458,3932,388,35,knox_tennessee
Nonmetropolitan,tennessee,lake,5,2,0,0,3,21,5,14,2,0,lake_tennessee
Nonmetropolitan,tennessee,lauderdale,56,2,3,0,51,428,215,184,29,4,lauderdale_tennessee
Nonmetropolitan,tennessee,lawrence,123,0,5,3,115,676,253,395,28,9,lawrence_tennessee
Nonmetropolitan,tennessee,lewis,24,0,0,1,23,179,53,108,18,0,lewis_tennessee
Nonmetropolitan,tennessee,lincoln,81,0,0,4,77,524,193,302,29,4,lincoln_tennessee
Nonmetropolitan,tennessee,loudon,56,1,2,11,42,542,214,292,36,3,loudon_tennessee
Nonmetropolitan,tennessee,macon,71,0,3,0,68,186,38,129,19,2,macon_tennessee
Nonmetropolitan,tennessee,madison,136,1,14,12,109,688,242,382,64,1,madison_tennessee
Nonmetropolitan,tennessee,marion,62,1,1,0,60,333,97,198,38,1,marion_tennessee
Nonmetropolitan,tennessee,marshall,18,0,1,0,17,173,55,109,9,1,marshall_tennessee
Nonmetropolitan,tennessee,maury,144,1,15,8,120,709,188,461,60,8,maury_tennessee
Nonmetropolitan,tennessee,mcminn,75,1,7,8,59,630,266,281,83,5,mcminn_tennessee
Nonmetropolitan,tennessee,mcnairy,80,0,4,0,76,335,113,191,31,4,mcnairy_tennessee
Nonmetropolitan,tennessee,meigs,45,0,4,0,41,289,104,141,44,2,meigs_tennessee
Nonmetropolitan,tennessee,monroe,100,2,0,3,95,710,218,441,51,3,monroe_tennessee
Nonmetropolitan,tennessee,montgomery,104,1,8,3,92,882,190,629,63,2,montgomery_tennessee
Nonmetropolitan,tennessee,moore,2,0,2,0,0,106,23,78,5,1,moore_tennessee
Nonmetropolitan,tennessee,morgan,39,1,3,1,34,563,238,295,30,1,morgan_tennessee
Nonmetropolitan,tennessee,obion,27,0,1,0,26,245,57,161,27,2,obion_tennessee
Nonmetropolitan,tennessee,overton,40,0,0,1,39,235,106,119,10,1,overton_tennessee
Nonmetropolitan,tennessee,perry,20,0,3,1,16,120,50,66,4,2,perry_tennessee
Nonmetropolitan,tennessee,pickett,3,0,0,1,2,61,7,54,0,0,pickett_tennessee
Nonmetropolitan,tennessee,polk,37,0,1,2,34,350,106,205,39,2,polk_tennessee
Nonmetropolitan,tennessee,putnam,90,0,1,4,85,1028,314,664,50,5,putnam_tennessee
Nonmetropolitan,tennessee,rhea,74,0,2,3,69,373,103,234,36,0,rhea_tennessee
Nonmetropolitan,tennessee,roane,36,0,1,3,32,424,155,239,30,0,roane_tennessee
Nonmetropolitan,tennessee,robertson,59,0,4,3,52,495,160,302,33,2,robertson_tennessee
Nonmetropolitan,tennessee,rutherford,234,1,15,22,196,1456,490,872,94,3,rutherford_tennessee
Nonmetropolitan,tennessee,scott,27,1,3,1,22,497,221,256,20,0,scott_tennessee
Nonmetropolitan,tennessee,sequatchie,36,1,3,0,32,219,78,114,27,4,sequatchie_tennessee
Nonmetropolitan,tennessee,sevier,162,3,21,22,116,1884,830,964,90,2,sevier_tennessee
Nonmetropolitan,tennessee,shelby,500,4,35,55,406,3327,1123,1979,225,8,shelby_tennessee
Nonmetropolitan,tennessee,smith,63,1,5,4,53,267,89,147,31,6,smith_tennessee
Nonmetropolitan,tennessee,sullivan,340,3,28,19,290,1586,499,981,106,18,sullivan_tennessee
Nonmetropolitan,tennessee,sumner,101,3,5,8,85,828,238,551,39,4,sumner_tennessee
Nonmetropolitan,tennessee,tipton,189,0,14,2,173,671,203,377,91,2,tipton_tennessee
Nonmetropolitan,tennessee,unicoi,20,0,0,0,20,197,25,170,2,0,unicoi_tennessee
Nonmetropolitan,tennessee,union,48,1,6,6,35,494,208,235,51,2,union_tennessee
Nonmetropolitan,tennessee,van buren,10,0,1,0,9,53,14,35,4,3,van buren_tennessee
Nonmetropolitan,tennessee,warren,43,1,5,4,33,443,161,237,45,2,warren_tennessee
Nonmetropolitan,tennessee,washington,200,2,10,11,177,1009,328,621,60,10,washington_tennessee
Nonmetropolitan,tennessee,wayne,21,2,0,0,19,80,38,36,6,3,wayne_tennessee
Nonmetropolitan,tennessee,weakley,43,1,2,3,37,214,98,101,15,0,weakley_tennessee
Nonmetropolitan,tennessee,white,59,1,5,2,51,458,91,333,34,3,white_tennessee
Nonmetropolitan,tennessee,williamson,41,0,4,3,34,452,166,266,20,5,williamson_tennessee
Nonmetropolitan,tennessee,wilson,186,0,12,8,166,1104,422,613,69,1,wilson_tennessee
Nonmetropolitan,texas,anderson,66,2,3,4,57,495,206,232,57,6,anderson_texas
Nonmetropolitan,texas,andrews,8,0,1,1,6,71,13,48,10,1,andrews_texas
Nonmetropolitan,texas,angelina,86,0,8,9,69,665,255,381,29,0,angelina_texas
Nonmetropolitan,texas,aransas,21,0,3,1,17,331,119,201,11,0,aransas_texas
Nonmetropolitan,texas,archer,3,0,0,0,3,39,10,27,2,0,archer_texas
Nonmetropolitan,texas,armstrong,0,0,0,0,0,15,12,2,1,0,armstrong_texas
Nonmetropolitan,texas,atascosa,18,0,0,3,15,421,179,230,12,0,atascosa_texas
Nonmetropolitan,texas,austin,27,1,2,3,21,203,101,98,4,0,austin_texas
Nonmetropolitan,texas,bailey,7,0,0,0,7,51,28,21,2,2,bailey_texas
Nonmetropolitan,texas,bandera,20,0,1,3,16,180,79,99,2,0,bandera_texas
Nonmetropolitan,texas,bastrop,155,2,49,13,91,862,337,467,58,7,bastrop_texas
Nonmetropolitan,texas,baylor,1,0,0,0,1,11,3,6,2,0,baylor_texas
Nonmetropolitan,texas,bee,32,2,4,0,26,148,57,79,12,0,bee_texas
Nonmetropolitan,texas,bell,29,2,11,3,13,761,262,463,36,15,bell_texas
Nonmetropolitan,texas,bexar,496,12,61,90,333,6668,2013,4182,473,94,bexar_texas
Nonmetropolitan,texas,blanco,5,0,0,0,5,85,35,44,6,2,blanco_texas
Nonmetropolitan,texas,borden,0,0,0,0,0,7,1,6,0,0,borden_texas
Nonmetropolitan,texas,bosque,15,0,2,1,12,172,82,84,6,4,bosque_texas
Nonmetropolitan,texas,bowie,140,5,21,3,111,883,332,472,79,12,bowie_texas
Nonmetropolitan,texas,brazoria,98,1,13,23,61,1744,620,1028,96,1,brazoria_texas
Nonmetropolitan,texas,brazos,53,2,4,0,47,357,115,222,20,1,brazos_texas
Nonmetropolitan,texas,brewster,4,0,0,0,4,28,20,6,2,0,brewster_texas
Nonmetropolitan,texas,briscoe,0,0,0,0,0,0,0,0,0,0,briscoe_texas
Nonmetropolitan,texas,brooks,11,0,1,0,10,15,6,6,3,0,brooks_texas
Nonmetropolitan,texas,brown,18,0,0,0,18,176,68,99,9,2,brown_texas
Nonmetropolitan,texas,burleson,20,0,7,2,11,123,51,57,15,1,burleson_texas
Nonmetropolitan,texas,burnet,27,0,6,2,19,236,93,129,14,1,burnet_texas
Nonmetropolitan,texas,caldwell,23,1,3,1,18,195,73,105,17,0,caldwell_texas
Nonmetropolitan,texas,calhoun,11,0,0,0,11,170,55,101,14,0,calhoun_texas
Nonmetropolitan,texas,callahan,3,0,0,0,3,40,12,25,3,0,callahan_texas
Nonmetropolitan,texas,cameron,159,3,9,24,123,1745,615,1029,101,10,cameron_texas
Nonmetropolitan,texas,camp,7,1,1,1,4,196,92,99,5,0,camp_texas
Nonmetropolitan,texas,carson,13,2,2,0,9,46,15,29,2,0,carson_texas
Nonmetropolitan,texas,cass,30,0,2,0,28,399,160,211,28,0,cass_texas
Nonmetropolitan,texas,castro,3,0,0,0,3,87,32,49,6,2,castro_texas
Nonmetropolitan,texas,chambers,54,1,2,7,44,536,134,364,38,4,chambers_texas
Nonmetropolitan,texas,cherokee,79,0,11,6,62,641,194,369,78,6,cherokee_texas
Nonmetropolitan,texas,childress,3,0,0,0,3,21,11,8,2,0,childress_texas
Nonmetropolitan,texas,clay,4,0,2,0,2,140,68,66,6,0,clay_texas
Nonmetropolitan,texas,cochran,2,0,1,0,1,85,18,61,6,1,cochran_texas
Nonmetropolitan,texas,coke,1,0,0,0,1,8,2,6,0,0,coke_texas
Nonmetropolitan,texas,coleman,1,0,0,0,1,84,34,46,4,1,coleman_texas
Nonmetropolitan,texas,collin,89,2,9,7,71,725,300,355,70,0,collin_texas
Nonmetropolitan,texas,collingsworth,1,1,0,0,0,0,0,0,0,0,collingsworth_texas
Nonmetropolitan,texas,colorado,10,1,1,2,6,218,72,134,12,0,colorado_texas
Nonmetropolitan,texas,comal,182,0,20,12,150,909,326,553,30,4,comal_texas
Nonmetropolitan,texas,comanche,7,0,0,0,7,100,30,68,2,0,comanche_texas
Nonmetropolitan,texas,concho,2,0,0,0,2,9,6,3,0,0,concho_texas
Nonmetropolitan,texas,coryell,12,0,0,2,10,140,67,65,8,1,coryell_texas
Nonmetropolitan,texas,cottle,0,0,0,0,0,1,1,0,0,0,cottle_texas
Nonmetropolitan,texas,crane,0,0,0,0,0,25,10,15,0,0,crane_texas
Nonmetropolitan,texas,crosby,3,0,0,0,3,17,9,6,2,0,crosby_texas
Nonmetropolitan,texas,culberson,3,0,1,0,2,7,1,6,0,0,culberson_texas
Nonmetropolitan,texas,dallam,1,0,0,0,1,25,9,14,2,0,dallam_texas
Nonmetropolitan,texas,dallas,28,0,3,3,22,256,89,148,19,20,dallas_texas
Nonmetropolitan,texas,dawson,2,0,0,1,1,46,10,34,2,1,dawson_texas
Nonmetropolitan,texas,deaf smith,17,0,2,0,15,105,31,65,9,1,deaf smith_texas
Nonmetropolitan,texas,delta,4,0,0,0,4,145,62,73,10,1,delta_texas
Nonmetropolitan,texas,denton,137,1,23,13,100,1010,342,632,36,1,denton_texas
Nonmetropolitan,texas,dewitt,8,0,0,0,8,107,45,55,7,0,dewitt_texas
Nonmetropolitan,texas,dickens,0,0,0,0,0,0,0,0,0,0,dickens_texas
Nonmetropolitan,texas,dimmit,45,0,1,5,39,218,71,126,21,0,dimmit_texas
Nonmetropolitan,texas,donley,3,0,0,0,3,27,13,14,0,1,donley_texas
Nonmetropolitan,texas,duval,47,0,4,1,42,142,54,63,25,4,duval_texas
Nonmetropolitan,texas,eastland,5,0,1,0,4,41,25,13,3,0,eastland_texas
Nonmetropolitan,texas,ector,182,5,1,22,154,1009,275,670,64,2,ector_texas
Nonmetropolitan,texas,edwards,6,0,0,0,6,38,10,25,3,0,edwards_texas
Nonmetropolitan,texas,el paso,237,2,18,21,196,1333,357,843,133,19,el paso_texas
Nonmetropolitan,texas,ellis,51,1,4,5,41,672,228,375,69,2,ellis_texas
Nonmetropolitan,texas,erath,9,2,1,1,5,111,31,73,7,0,erath_texas
Nonmetropolitan,texas,falls,2,0,0,0,2,73,36,27,10,3,falls_texas
Nonmetropolitan,texas,fannin,27,1,1,2,23,206,79,106,21,0,fannin_texas
Nonmetropolitan,texas,fayette,12,0,4,0,8,190,75,105,10,1,fayette_texas
Nonmetropolitan,texas,fisher,4,0,0,0,4,49,20,28,1,0,fisher_texas
Nonmetropolitan,texas,floyd,3,0,0,0,3,12,4,7,1,0,floyd_texas
Nonmetropolitan,texas,foard,0,0,0,0,0,5,0,5,0,0,foard_texas
Nonmetropolitan,texas,fort bend,902,8,56,117,721,4155,1509,2399,247,10,fort bend_texas
Nonmetropolitan,texas,franklin,20,0,10,1,9,109,38,64,7,2,franklin_texas
Nonmetropolitan,texas,freestone,16,1,1,0,14,183,85,87,11,2,freestone_texas
Nonmetropolitan,texas,frio,7,0,0,1,6,60,20,37,3,0,frio_texas
Nonmetropolitan,texas,gaines,3,0,0,1,2,59,17,38,4,0,gaines_texas
Nonmetropolitan,texas,galveston,81,2,14,16,49,847,288,478,81,16,galveston_texas
Nonmetropolitan,texas,garza,2,0,0,0,2,38,10,25,3,0,garza_texas
Nonmetropolitan,texas,gillespie,15,0,8,0,7,112,29,80,3,0,gillespie_texas
Nonmetropolitan,texas,glasscock,2,0,0,1,1,4,1,2,1,0,glasscock_texas
Nonmetropolitan,texas,goliad,14,0,0,2,12,69,27,36,6,0,goliad_texas
Nonmetropolitan,texas,gonzales,19,1,0,0,18,135,52,62,21,1,gonzales_texas
Nonmetropolitan,texas,gray,3,0,0,0,3,113,31,76,6,0,gray_texas
Nonmetropolitan,texas,grayson,56,2,9,1,44,802,294,468,40,17,grayson_texas
Nonmetropolitan,texas,gregg,81,3,14,7,57,595,160,361,74,8,gregg_texas
Nonmetropolitan,texas,grimes,13,0,0,0,13,308,102,186,20,2,grimes_texas
Nonmetropolitan,texas,guadalupe,78,0,14,4,60,659,277,348,34,12,guadalupe_texas
Nonmetropolitan,texas,hale,7,0,0,0,7,121,39,74,8,0,hale_texas
Nonmetropolitan,texas,hall,0,0,0,0,0,5,4,1,0,0,hall_texas
Nonmetropolitan,texas,hamilton,16,0,2,0,14,135,69,60,6,1,hamilton_texas
Nonmetropolitan,texas,hansford,0,0,0,0,0,15,1,13,1,0,hansford_texas
Nonmetropolitan,texas,hardeman,0,0,0,0,0,81,36,42,3,0,hardeman_texas
Nonmetropolitan,texas,hardin,50,3,4,4,39,408,104,259,45,5,hardin_texas
Nonmetropolitan,texas,harrison,97,1,1,4,91,624,266,337,21,0,harrison_texas
Nonmetropolitan,texas,hartley,1,0,0,0,1,29,13,12,4,0,hartley_texas
Nonmetropolitan,texas,haskell,1,0,0,0,1,7,1,6,0,0,haskell_texas
Nonmetropolitan,texas,hays,77,2,2,8,65,774,288,468,18,0,hays_texas
Nonmetropolitan,texas,hemphill,17,0,3,0,14,71,22,48,1,0,hemphill_texas
Nonmetropolitan,texas,henderson,192,2,39,8,143,1228,496,613,119,8,henderson_texas
Nonmetropolitan,texas,hidalgo,525,20,66,116,323,6688,2498,3779,411,188,hidalgo_texas
Nonmetropolitan,texas,hill,13,3,1,5,4,323,110,193,20,2,hill_texas
Nonmetropolitan,texas,hockley,27,0,6,2,19,103,26,74,3,1,hockley_texas
Nonmetropolitan,texas,hood,68,1,9,0,58,559,165,363,31,1,hood_texas
Nonmetropolitan,texas,hopkins,38,1,11,2,24,135,62,70,3,0,hopkins_texas
Nonmetropolitan,texas,houston,16,3,0,0,13,189,65,111,13,1,houston_texas
Nonmetropolitan,texas,howard,15,0,1,0,14,117,25,82,10,0,howard_texas
Nonmetropolitan,texas,hudspeth,1,0,0,0,1,22,5,16,1,0,hudspeth_texas
Nonmetropolitan,texas,hunt,76,3,0,11,62,1222,524,604,94,1,hunt_texas
Nonmetropolitan,texas,hutchinson,7,1,2,0,4,121,34,80,7,0,hutchinson_texas
Nonmetropolitan,texas,irion,0,0,0,0,0,22,3,19,0,0,irion_texas
Nonmetropolitan,texas,jack,3,0,0,0,3,53,12,35,6,0,jack_texas
Nonmetropolitan,texas,jackson,16,0,0,1,15,76,32,44,0,0,jackson_texas
Nonmetropolitan,texas,jasper,61,2,4,3,52,248,112,122,14,0,jasper_texas
Nonmetropolitan,texas,jeff davis,3,0,0,0,3,14,5,7,2,0,jeff davis_texas
Nonmetropolitan,texas,jefferson,25,0,2,1,22,500,176,276,48,3,jefferson_texas
Nonmetropolitan,texas,jim hogg,12,0,1,0,11,21,10,11,0,0,jim hogg_texas
Nonmetropolitan,texas,jim wells,55,0,10,0,45,392,177,194,21,3,jim wells_texas
Nonmetropolitan,texas,johnson,128,3,4,2,119,1095,340,708,47,17,johnson_texas
Nonmetropolitan,texas,jones,1,0,0,0,1,87,23,63,1,0,jones_texas
Nonmetropolitan,texas,karnes,11,0,2,1,8,96,29,57,10,0,karnes_texas
Nonmetropolitan,texas,kaufman,140,0,18,9,113,1254,526,605,123,1,kaufman_texas
Nonmetropolitan,texas,kendall,16,2,8,0,6,232,74,148,10,0,kendall_texas
Nonmetropolitan,texas,kenedy,5,0,1,0,4,4,1,2,1,0,kenedy_texas
Nonmetropolitan,texas,kent,6,0,0,0,6,27,14,11,2,0,kent_texas
Nonmetropolitan,texas,kerr,33,1,7,2,23,317,93,213,11,6,kerr_texas
Nonmetropolitan,texas,kimble,7,0,0,1,6,17,11,6,0,0,kimble_texas
Nonmetropolitan,texas,king,0,0,0,0,0,1,0,1,0,0,king_texas
Nonmetropolitan,texas,kinney,0,0,0,0,0,2,0,1,1,0,kinney_texas
Nonmetropolitan,texas,kleberg,14,1,6,0,7,239,37,197,5,3,kleberg_texas
Nonmetropolitan,texas,knox,3,0,0,0,3,20,12,8,0,0,knox_texas
Nonmetropolitan,texas,la salle,13,1,0,2,10,28,10,18,0,1,la salle_texas
Nonmetropolitan,texas,lamar,32,1,2,3,26,372,143,218,11,0,lamar_texas
Nonmetropolitan,texas,lamb,6,0,0,0,6,120,34,81,5,1,lamb_texas
Nonmetropolitan,texas,lampasas,1,0,0,0,1,106,31,72,3,3,lampasas_texas
Nonmetropolitan,texas,lavaca,6,0,1,0,5,89,51,31,7,0,lavaca_texas
Nonmetropolitan,texas,lee,5,0,0,0,5,115,29,78,8,0,lee_texas
Nonmetropolitan,texas,leon,23,0,1,3,19,178,53,110,15,0,leon_texas
Nonmetropolitan,texas,liberty,165,1,0,8,156,1226,440,655,131,14,liberty_texas
Nonmetropolitan,texas,limestone,73,3,8,3,59,355,125,205,25,7,limestone_texas
Nonmetropolitan,texas,lipscomb,0,0,0,0,0,18,1,13,4,3,lipscomb_texas
Nonmetropolitan,texas,live oak,7,0,0,1,6,99,45,43,11,0,live oak_texas
Nonmetropolitan,texas,llano,8,0,0,1,7,290,97,190,3,1,llano_texas
Nonmetropolitan,texas,loving,0,0,0,0,0,0,0,0,0,0,loving_texas
Nonmetropolitan,texas,lubbock,111,3,18,5,85,820,361,405,54,1,lubbock_texas
Nonmetropolitan,texas,lynn,6,1,1,0,4,64,14,45,5,1,lynn_texas
Nonmetropolitan,texas,madison,6,0,1,0,5,85,33,38,14,1,madison_texas
Nonmetropolitan,texas,marion,33,1,7,0,25,214,96,108,10,2,marion_texas
Nonmetropolitan,texas,martin,6,1,0,0,5,51,15,35,1,0,martin_texas
Nonmetropolitan,texas,mason,3,0,1,0,2,30,6,23,1,0,mason_texas
Nonmetropolitan,texas,matagorda,53,1,1,0,51,261,87,161,13,0,matagorda_texas
Nonmetropolitan,texas,maverick,130,1,11,7,111,587,229,332,26,3,maverick_texas
Nonmetropolitan,texas,mcculloch,5,0,1,0,4,23,7,15,1,0,mcculloch_texas
Nonmetropolitan,texas,mclennan,86,1,32,2,51,826,353,435,38,6,mclennan_texas
Nonmetropolitan,texas,mcmullen,1,0,0,0,1,9,2,4,3,0,mcmullen_texas
Nonmetropolitan,texas,medina,33,1,4,0,28,203,106,89,8,0,medina_texas
Nonmetropolitan,texas,menard,6,0,0,0,6,2,1,1,0,0,menard_texas
Nonmetropolitan,texas,midland,52,2,0,3,47,442,121,290,31,2,midland_texas
Nonmetropolitan,texas,milam,20,1,2,0,17,189,66,117,6,1,milam_texas
Nonmetropolitan,texas,mills,14,0,2,1,11,65,28,32,5,1,mills_texas
Nonmetropolitan,texas,mitchell,2,0,0,0,2,31,10,20,1,0,mitchell_texas
Nonmetropolitan,texas,montague,17,0,0,0,17,184,50,124,10,0,montague_texas
Nonmetropolitan,texas,montgomery,648,7,49,119,473,6328,1837,4088,403,12,montgomery_texas
Nonmetropolitan,texas,moore,3,1,2,0,0,83,27,52,4,0,moore_texas
Nonmetropolitan,texas,morris,13,0,2,0,11,142,68,68,6,0,morris_texas
Nonmetropolitan,texas,motley,1,0,0,0,1,14,4,9,1,0,motley_texas
Nonmetropolitan,texas,nacogdoches,85,0,3,4,78,465,184,247,34,4,nacogdoches_texas
Nonmetropolitan,texas,navarro,48,1,11,1,35,595,242,339,14,1,navarro_texas
Nonmetropolitan,texas,newton,8,0,0,3,5,91,28,60,3,2,newton_texas
Nonmetropolitan,texas,nolan,7,0,0,0,7,52,27,24,1,0,nolan_texas
Nonmetropolitan,texas,nueces,48,1,5,2,40,256,113,138,5,4,nueces_texas
Nonmetropolitan,texas,ochiltree,4,0,0,0,4,35,6,23,6,0,ochiltree_texas
Nonmetropolitan,texas,oldham,1,0,0,0,1,26,4,20,2,0,oldham_texas
Nonmetropolitan,texas,orange,107,0,6,16,85,817,284,470,63,2,orange_texas
Nonmetropolitan,texas,palo pinto,22,2,1,0,19,148,71,67,10,1,palo pinto_texas
Nonmetropolitan,texas,panola,23,0,3,0,20,329,89,199,41,1,panola_texas
Nonmetropolitan,texas,parker,121,1,7,5,108,1061,408,601,52,0,parker_texas
Nonmetropolitan,texas,parmer,1,0,1,0,0,60,25,33,2,0,parmer_texas
Nonmetropolitan,texas,pecos,3,0,1,0,2,70,21,46,3,0,pecos_texas
