county_type,state,county,Violent_crime,Murder_and_nonnegligent_manslaughter,Forcible_rape,Robbery,Aggravated_assault,Property_crime,Burglary,Larceny_theft,Motor_vehicle_theft,Arson
Nonmetropolitan,WEST VIRGINIA,Monroe,7,0,0,1,6,68,16,49,3,0
Nonmetropolitan,WEST VIRGINIA,Nicholas,167,0,3,2,162,209,46,153,10,5
Nonmetropolitan,WEST VIRGINIA,Randolph,44,1,0,0,43,43,15,28,0,1
Nonmetropolitan,WEST VIRGINIA,Ritchie,5,3,0,0,2,65,30,31,4,2
Nonmetropolitan,WEST VIRGINIA,Roane,8,0,0,0,8,49,1,41,7,0
Nonmetropolitan,WEST VIRGINIA,Tyler,16,0,0,0,16,53,21,30,2,1
Nonmetropolitan,WEST VIRGINIA,Upshur,2,1,0,0,1,50,16,34,0,3
Nonmetropolitan,WEST VIRGINIA,Wetzel,2,0,0,0,2,15,8,7,0,0
Nonmetropolitan,WISCONSIN,Calumet,12,1,1,0,10,156,46,100,10,0
Nonmetropolitan,WISCONSIN,Chippewa,27,0,5,2,20,382,154,219,9,0
Nonmetropolitan,WISCONSIN,Columbia,41,1,7,0,33,426,138,269,19,1
Nonmetropolitan,WISCONSIN,Dane,64,0,6,10,48,"1,031",222,760,49,5
Nonmetropolitan,WISCONSIN,Douglas,12,0,6,1,5,381,194,159,28,1
Nonmetropolitan,WISCONSIN,Eau Claire,22,0,7,1,14,257,87,162,8,1
Nonmetropolitan,WISCONSIN,Fond du Lac,18,0,4,2,12,314,96,197,21,2
Nonmetropolitan,WISCONSIN,Kenosha,23,0,7,2,14,805,205,569,31,2
Nonmetropolitan,WISCONSIN,Kewaunee,1,0,0,0,1,65,11,47,7,0
Nonmetropolitan,WISCONSIN,La Crosse,19,0,0,1,18,222,79,136,7,0
Nonmetropolitan,WISCONSIN,Marathon,19,0,4,3,12,481,107,361,13,1
Nonmetropolitan,WISCONSIN,Oconto,3,0,1,2,0,453,154,269,30,0
Nonmetropolitan,WISCONSIN,Outagamie,20,1,5,1,13,422,122,286,14,2
Nonmetropolitan,WISCONSIN,Pierce,38,0,0,0,38,212,62,138,12,0
Nonmetropolitan,WISCONSIN,Racine,14,2,3,2,7,569,86,459,24,0
Nonmetropolitan,WISCONSIN,Rock,24,1,5,3,15,609,250,342,17,6
Nonmetropolitan,WISCONSIN,Sheboygan,11,0,0,2,9,538,108,406,24,3
Nonmetropolitan,WISCONSIN,St. Croix,19,1,0,2,16,474,72,360,42,0
Nonmetropolitan,WISCONSIN,Washington,88,0,7,5,76,507,123,367,17,3
Nonmetropolitan,WISCONSIN,Waukesha,30,1,6,1,22,732,134,557,41,2
Nonmetropolitan,WISCONSIN,Winnebago,28,1,0,0,27,343,99,229,15,4
Nonmetropolitan,WISCONSIN,Adams,15,0,5,1,9,470,207,259,4,0
Nonmetropolitan,WISCONSIN,Ashland,8,0,0,0,8,80,25,51,4,0
Nonmetropolitan,WISCONSIN,Barron,1,0,0,0,1,199,83,110,6,0
Nonmetropolitan,WISCONSIN,Bayfield,11,0,1,3,7,185,61,120,4,0
Nonmetropolitan,WISCONSIN,Buffalo,0,0,0,0,0,22,10,12,0,0
Nonmetropolitan,WISCONSIN,Burnett,25,0,5,0,20,243,116,113,14,2
Nonmetropolitan,WISCONSIN,Clark,77,0,0,2,75,201,72,111,18,3
Nonmetropolitan,WISCONSIN,Crawford,6,0,2,0,4,200,46,145,9,0
Nonmetropolitan,WISCONSIN,Dodge,14,0,1,0,13,223,67,148,8,2
Nonmetropolitan,WISCONSIN,Door,2,0,0,0,2,113,23,89,1,0
Nonmetropolitan,WISCONSIN,Dunn,25,0,2,1,22,171,51,115,5,0
Nonmetropolitan,WISCONSIN,Florence,7,0,1,0,6,88,34,51,3,1
Nonmetropolitan,WISCONSIN,Forest,7,1,1,1,4,217,74,127,16,0
Nonmetropolitan,WISCONSIN,Grant,24,0,0,0,24,331,103,214,14,6
Nonmetropolitan,WISCONSIN,Green,7,0,0,0,7,169,46,120,3,0
Nonmetropolitan,WISCONSIN,Green Lake,1,0,1,0,0,98,40,53,5,0
Nonmetropolitan,WISCONSIN,Iron,3,0,0,0,3,70,20,47,3,0
Nonmetropolitan,WISCONSIN,Jackson,8,0,5,0,3,201,67,104,30,2
Nonmetropolitan,WISCONSIN,Jefferson,36,2,7,7,20,415,109,298,8,8
Nonmetropolitan,WISCONSIN,Juneau,23,0,1,0,22,332,101,214,17,1
Nonmetropolitan,WISCONSIN,Lafayette,1,0,1,0,0,177,31,140,6,0
Nonmetropolitan,WISCONSIN,Langlade,3,0,0,0,3,230,86,137,7,0
Nonmetropolitan,WISCONSIN,Lincoln,11,0,1,0,10,157,51,100,6,0
Nonmetropolitan,WISCONSIN,Manitowoc,21,0,5,0,16,193,47,133,13,0
Nonmetropolitan,WISCONSIN,Marinette,13,0,8,1,4,479,297,172,10,1
Nonmetropolitan,WISCONSIN,Marquette,4,0,3,0,1,164,34,122,8,0
Nonmetropolitan,WISCONSIN,Menominee,1,0,0,0,1,41,21,19,1,0
Nonmetropolitan,WISCONSIN,Monroe,9,0,0,1,8,220,80,127,13,1
Nonmetropolitan,WISCONSIN,Oneida,20,0,3,1,16,225,99,121,5,1
Nonmetropolitan,WISCONSIN,Pepin,4,0,0,0,4,20,11,7,2,0
Nonmetropolitan,WISCONSIN,Polk,85,0,5,4,76,366,128,207,31,1
Nonmetropolitan,WISCONSIN,Portage,14,1,1,0,12,305,77,202,26,1
Nonmetropolitan,WISCONSIN,Price,11,0,0,0,11,105,32,65,8,0
Nonmetropolitan,WISCONSIN,Richland,2,0,0,0,2,61,29,23,9,0
Nonmetropolitan,WISCONSIN,Rusk,23,0,0,1,22,112,31,75,6,2
Nonmetropolitan,WISCONSIN,Sauk,21,0,3,1,17,507,70,423,14,0
Nonmetropolitan,WISCONSIN,Sawyer,39,1,3,0,35,410,154,227,29,1
Nonmetropolitan,WISCONSIN,Shawano,16,0,3,1,12,423,187,219,17,0
Nonmetropolitan,WISCONSIN,Taylor,7,0,3,0,4,142,41,94,7,4
Nonmetropolitan,WISCONSIN,Trempealeau,2,0,1,0,1,155,51,97,7,0
Nonmetropolitan,WISCONSIN,Vernon,6,2,1,0,3,182,71,103,8,1
Nonmetropolitan,WISCONSIN,Vilas,13,0,3,0,10,199,65,123,11,0
Nonmetropolitan,WISCONSIN,Walworth,12,0,3,4,5,314,102,202,10,1
Nonmetropolitan,WISCONSIN,Washburn,9,1,0,0,8,215,68,140,7,1
Nonmetropolitan,WISCONSIN,Waupaca,21,0,8,0,13,547,137,380,30,0
Nonmetropolitan,WISCONSIN,Waushara,23,0,6,0,17,290,78,200,12,1
Nonmetropolitan,WISCONSIN,Wood,4,0,1,0,3,182,55,118,9,2
Nonmetropolitan,WYOMING,Laramie,69,0,13,5,51,471,132,307,32,2
Nonmetropolitan,WYOMING,Natrona,43,0,6,1,36,223,51,156,16,3
Nonmetropolitan,WYOMING,Albany,4,0,0,0,4,43,12,30,1,0
Nonmetropolitan,WYOMING,Big Horn,4,0,2,0,2,15,12,3,0,0
Nonmetropolitan,WYOMING,Campbell,28,0,2,0,26,179,47,119,13,0
Nonmetropolitan,WYOMING,Carbon,8,0,0,0,8,76,7,64,5,0
Nonmetropolitan,WYOMING,Converse,12,0,1,0,11,46,9,30,7,0
Nonmetropolitan,WYOMING,Crook,1,0,0,0,1,28,3,24,1,0
Nonmetropolitan,WYOMING,Fremont,17,2,2,0,13,151,42,94,15,1
Nonmetropolitan,WYOMING,Goshen,8,0,1,1,6,59,16,41,2,1
Nonmetropolitan,WYOMING,Hot Springs,1,0,0,0,1,28,3,24,1,0
Nonmetropolitan,WYOMING,Johnson,3,0,0,0,3,30,8,22,0,0
Nonmetropolitan,WYOMING,Lincoln,13,0,3,0,10,84,15,66,3,0
Nonmetropolitan,WYOMING,Niobrara,1,0,0,0,1,7,0,7,0,0
Nonmetropolitan,WYOMING,Park,29,0,2,0,27,68,20,45,3,0
Nonmetropolitan,WYOMING,Platte,2,0,0,0,2,32,13,19,0,0
Nonmetropolitan,WYOMING,Sheridan,1,0,0,0,1,61,10,47,4,3
Nonmetropolitan,WYOMING,Sublette,10,0,1,0,9,151,29,116,6,0
Nonmetropolitan,WYOMING,Sweetwater,14,0,0,1,13,166,33,118,15,0
Nonmetropolitan,WYOMING,Uinta,0,0,0,0,0,88,6,78,4,0
Nonmetropolitan,WYOMING,Washakie,2,0,0,0,2,3,0,3,0,0
Nonmetropolitan,WYOMING,Weston,2,0,0,0,2,6,2,4,0,0
